Reino;Filo;Classe;Ordem;Família;Gênero;Nome Científico;Autor;Nome Comum;Grupo;Categoria;Consta em Lista Nacional Oficial;Estado;Região;Bioma;Bacia Hidrográfica;Unidade de Conservação Federal;Unidade de Conservação Estadual;RPPN
Animalia;Chordata;Mammalia;Primates;Callitrichidae;Saguinus;Saguinus niger;(É. Geoffroy, 1803);guaribinha, Sagui-una;Mamíferos;Vulnerável;Sim;Maranhão, Mato Grosso, Pará;Centro-Oeste, Nordeste, Norte;Amazônia, Cerrado;"Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Mearim
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Xingu";FLONA Caxiuanã;;
Animalia;Chordata;Mammalia;Primates;Cebidae;Saimiri;Saimiri vanzolinii;Ayres, 1985;Macaco-de-cheiro-de-cabeça-preta;Mamíferos;Vulnerável;Sim;Amazonas;Norte;Amazônia;Sub-bacia Solimões;;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ;
Animalia;Chordata;Mammalia;Primates;Pitheciidae;Cacajao;Cacajao melanocephalus;Boubli, da Silva, Amado, Herbk, Pontual & Farias, 2008;bicó, Uacari;Mamíferos;Em Perigo;Sim;Amazonas;Norte;Amazônia;Sub-bacia Negro;PARNA Pico da Neblina;RESERVA BIOLÓGICA MORRO DOS SEIS LAGOS;
Animalia;Chordata;Mammalia;Primates;Pitheciidae;Callicebus;Callicebus barbarabrownae;Hershkovitz, 1990;guigó, guigó-da-caatinga, pangola, sauá-loiro;Mamíferos;Criticamente em Perigo;Sim;Bahia, Sergipe;Nordeste;Caatinga, Cerrado;"Sub-bacia Contas
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Litoral SE
Sub-bacia São Francisco Baixo
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio";;;
Animalia;Chordata;Mammalia;Primates;Pitheciidae;Callicebus;Callicebus melanochir;Wied-Neuwied, 1820;Guigó, Sauá;Mamíferos;Vulnerável;Sim;Bahia, Espírito Santo, Minas Gerais;Nordeste, Sudeste;Marinho, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES";;;
Animalia;Chordata;Mammalia;Primates;Pitheciidae;Chiropotes;Chiropotes satanas;(Hoffmannsegg, 1807);cuxiú, Cuxiú-preto, cuxuí, macaco-preto;Mamíferos;Criticamente em Perigo;Sim;Maranhão, Pará;Nordeste, Norte;Amazônia, Cerrado;"Sub-bacia Gurupi
Sub-bacia Mearim
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo";;ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI;
Animalia;Chordata;Mammalia;Cetartiodactyla;Cervidae;Blastocerus;Blastocerus dichotomus;(Illiger, 1815);;Mamíferos;Vulnerável;Sim;Bahia, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraná, Piauí, Rio Grande do Sul, Rondônia, São Paulo, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste, Sul;Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal;"Sub-bacia Araguaia
Sub-bacia Grande
Sub-bacia Guaíba
Sub-bacia Madeira
Sub-bacia Paraguai 01
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paranaíba
Sub-bacia Paraná RH1
Sub-bacia Parnaíba Alto
Sub-bacia São Francisco Médio
Sub-bacia Tocantins Alto
Sub-bacia Xingu";APA Ilhas e Várzeas do Rio Paraná;PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA;
Animalia;Chordata;Mammalia;Cetartiodactyla;Cervidae;Mazama;Mazama nana;(Hensel, 1872);Veado-bororó-do-sul, Veado-mão-curta;Mamíferos;Vulnerável;Sim;Mato Grosso do Sul, Paraná, Rio Grande do Sul, Santa Catarina;Centro-Oeste, Sul;Mata Atlântica;"Sub-bacia Guaíba
Sub-bacia Iguaçu
Sub-bacia Litoral SP PR SC
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia Uruguai Alto
Sub-bacia Uruguai Médio";;PARQUE ESTADUAL DO TURVO;
Animalia;Chordata;Mammalia;Perissodactyla;Tapiridae;Tapirus;Tapirus terrestris;(Linnaeus, 1758);Anta, anta brasileira;Mamíferos;Vulnerável;Sim;Acre, Amapá, Amazonas, Bahia, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraná, Piauí, Rio de Janeiro, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste, Sul;Amazônia, Caatinga, Cerrado, Marinho, Mata Atlântica, Pantanal;"Sub-bacia Amapá Litoral
Sub-bacia Araguaia
Sub-bacia Doce
Sub-bacia Foz Amazonas
Sub-bacia Grande
Sub-bacia Gurupi
Sub-bacia Iguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Madeira
Sub-bacia Mearim
Sub-bacia Negro
Sub-bacia Paraguai 01
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paraíba do Sul
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia Parnaíba Alto
Sub-bacia Paru
Sub-bacia Purus
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tietê
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Uruguai Médio
Sub-bacia Xingu";PARNA Jaú, PARNA Nascentes do Lago Jari, RESEX Médio Juruá;APA SERRA DO MAR, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL IGAPÓ-AÇU, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UACARÍ;RECANTO DAS ANTAS
Animalia;Chordata;Mammalia;Cetartiodactyla;Tayassuidae;Tayassu;Tayassu pecari;(Link, 1795);Queixada, Queixada, porcão, porco-do-mato;Mamíferos;Vulnerável;Sim;Acre, Amapá, Amazonas, Bahia, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraná, Piauí, Rio de Janeiro, Rondônia, Roraima, Santa Catarina, São Paulo, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste, Sul;Amazônia, Caatinga, Cerrado, Marinho, Mata Atlântica, Pantanal;"Sub-bacia Amapá Litoral
Sub-bacia Araguaia
Sub-bacia Doce
Sub-bacia Foz Amazonas
Sub-bacia Grande
Sub-bacia Gurupi
Sub-bacia Iguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Madeira
Sub-bacia Mearim
Sub-bacia Negro
Sub-bacia Paraguai 01
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paraíba do Sul
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia Parnaíba Alto
Sub-bacia Parnaíba Médio
Sub-bacia Paru
Sub-bacia Purus
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tietê
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Uruguai Alto
Sub-bacia Xingu";APA do Boqueirao da Onça, ESEC Cuniã, ESEC de Taiamã, FLONA Caxiuanã, FLONA Saracá-Taquera, FLONA Tefé, PARNA das Emas, PARNA de Brasília, PARNA de Itatiaia, PARNA do Caparaó, PARNA do Descobrimento, PARNA Grande Sertão Veredas, PARNA Iguaçu, PARNA Jaú, PARNA Mapinguari, PARNA Nascentes do Lago Jari, PARNA Pico da Neblina, PARNA Serra da Cutia, REBIO de Sooretama, REBIO do Córrego do Veado, REBIO do Gurupi, REBIO Uatumã, RESEX Baixo Juruá, RESEX Médio Juruá, RESEX Rio Xingu, RESEX Tapajós-Arapiuns;APA TIETê, ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ, ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI, ÁREA DE PROTEçãO AMBIENTAL SERRA DA VARGEM ALEGRE, ESTAÇÃO ECOLÓGICA DE ACAUÃ, ESTAÇÃO ECOLÓGICA SAMUEL, FLORESTA ESTADUAL DO PARU, PARQUE ESTADUAL CARLOS BOTELHO, PARQUE ESTADUAL DE GUAJARÁ-MIRIM, PARQUE ESTADUAL DO MORRO DO DIABO, PARQUE ESTADUAL DO PANTANAL DO RIO NEGRO, PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA, RESERVA BIOLÓGICA RIO OURO PRETO, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO JUMA, RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL IGAPÓ-AÇU, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UACARÍ;CRISTALINO III, PEUGEOT-ONF-BRASIL, RECANTO DAS ANTAS
Animalia;Chordata;Mammalia;Carnivora;Canidae;Chrysocyon;Chrysocyon brachyurus;(Illiger, 1815);Guará, Lobão, lobo, Lobo, lobo-de-crina, Lobo-de-crina, lobo-de-juba, Lobo-de-juba, Lobo-guará, lobo-vermelho, Lobo-vermelho;Mamíferos;Vulnerável;Sim;Bahia, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraná, Piauí, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste, Sul;Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal;"Sub-bacia Araguaia
Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Guaíba
Sub-bacia Ibicuí
Sub-bacia Iguaçu
Sub-bacia Itapecuru
Sub-bacia  Jequitinhonha
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraguai 01
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paraíba do Sul
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia Parnaíba Alto
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Tapajós
Sub-bacia Tietê
Sub-bacia Tocantins Alto
Sub-bacia Uruguai Alto
Sub-bacia Uruguai Médio
Sub-bacia Xingu";;;
Animalia;Chordata;Mammalia;Carnivora;Felidae;Herpailurus;Herpailurus yagouaroundi;É. Geoffroy Saint-Hilaire, 1803;Gato-azul, Gato-mourisco, Gato-vermelho, Jaguarundi;Mamíferos;Vulnerável;Sim;Amapá, Amazonas, Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Mato Grosso do Sul, Minas Gerais, Pará, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Santa Catarina, São Paulo, Sergipe, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste, Sul;Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal;"Sub-bacia Amapá Litoral
Sub-bacia Araguaia
Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Guaíba
Sub-bacia Gurupi
Sub-bacia Iguaçu
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral CE PB
Sub-bacia Litoral CE PI
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral RS
Sub-bacia Litoral SE
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Mearim
Sub-bacia Negro
Sub-bacia Paraguai 01
Sub-bacia Paraguai 03
Sub-bacia Paraíba do Sul
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia Parnaíba Médio
Sub-bacia Piranhas
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Baixo
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio
Sub-bacia Tietê
Sub-bacia Tocantins Alto
Sub-bacia Trombetas
Sub-bacia Uruguai Alto
Sub-bacia Uruguai Médio
Sub-bacia Xingu";APA Chapada do Araripe, APA do Boqueirao da Onça, PARNA  Araucárias, PARNA da Furna Feia, PARNA do Boqueirao da Onça;ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL, PARQUE ESTADUAL CARLOS BOTELHO, PARQUE ESTADUAL DA CANTAREIRA, PARQUE ESTADUAL DA SERRA DO MAR;
Animalia;Chordata;Mammalia;Carnivora;Canidae;Speothos;Speothos venaticus;(Lund, 1842);cachorro-do-mato-vinagre, cachorro-vinagre;Mamíferos;Vulnerável;Sim;Amapá, Amazonas, Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Minas Gerais, Pará, Paraná, Rio Grande do Sul, Rondônia, Roraima, São Paulo, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste, Sul;Amazônia, Cerrado, Mata Atlântica, Pantanal;"Sub-bacia Amapá Litoral
Sub-bacia Araguaia
Sub-bacia Gurupi
Sub-bacia Iguaçu
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP PR SC
Sub-bacia Madeira
Sub-bacia Negro
Sub-bacia Paraguai 03
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Parnaíba Alto
Sub-bacia Paru
Sub-bacia Purus
Sub-bacia São Francisco Médio
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Uruguai Médio
Sub-bacia Xingu";PARNA Campos Amazônicos, PARNA Mapinguari;;
Animalia;Chordata;Mammalia;Carnivora;Canidae;Atelocynus;Atelocynus microtis;(Sclater, 1883);cachorro-do-mato-de-orelhas-curtas, Cachorro-do-mato-de-orelhas-curtas;Mamíferos;Vulnerável;Sim;Acre, Amazonas, Mato Grosso, Pará, Rondônia;Centro-Oeste, Norte;Amazônia;"Sub-bacia Gurupi
Sub-bacia Madeira
Sub-bacia Purus
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas";PARNA Campos Amazônicos, PARNA Mapinguari;;
Animalia;Chordata;Mammalia;Cetartiodactyla;Balaenopteridae;Balaenoptera;Balaenoptera borealis;Lesson, 1828;Baleia-sei, espadarte;Mamíferos Aquáticos;Em Perigo;Sim;Rio Grande do Sul, São Paulo;Sudeste, Sul;Mata Atlântica, Pampa;Sub-bacia Litoral RS;;;
Animalia;Chordata;Mammalia;Cetartiodactyla;Balaenopteridae;Balaenoptera;Balaenoptera musculus;(Linnaeus, 1758);Baleia-azul;Mamíferos Aquáticos;Criticamente em Perigo;Sim;Paraíba, Rio de Janeiro, Rio Grande do Sul;Nordeste, Sudeste, Sul;Marinho;;;;
Animalia;Chordata;Mammalia;Cetartiodactyla;Balaenopteridae;Balaenoptera;Balaenoptera physalus;(Linnaeus, 1758);Baleia-fin;Mamíferos Aquáticos;Em Perigo;Sim;Santa Catarina;Sul;Mata Atlântica;;;;
Animalia;Chordata;Mammalia;Cetartiodactyla;Balaenidae;Eubalaena;Eubalaena australis;(Desmoulins, 1822);Baleia-franca, Baleia-franca-austral, Baleia-franca-do-sul;Mamíferos Aquáticos;Em Perigo;Sim;Bahia, Rio de Janeiro, Rio Grande do Sul, Santa Catarina;Nordeste, Sudeste, Sul;Marinho, Mata Atlântica, Pampa;"Sub-bacia Litoral RS
Sub-bacia Litoral SP PR SC";;;
Animalia;Chordata;Mammalia;Cetartiodactyla;Iniidae;Inia;Inia geoffrensis;(de Blainville, 1817);Boto, boto-cor-de rosa, Boto-cor-de-rosa, Boto da Amazônia, boto-vermelho, Boto-vermelho;Mamíferos Aquáticos;Em Perigo;Sim;Acre, Amapá, Amazonas, Goiás, Mato Grosso, Pará, Rondônia, Roraima, Tocantins;Centro-Oeste, Norte;Amazônia, Cerrado;"Bacia do rio Japurá
Bacia do rio Juruá
Região Hidrográfica Amazônica
Sub-bacia Amapá Litoral
Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Madeira
Sub-bacia Negro
Sub-bacia Paru
Sub-bacia Purus
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas";;;
Animalia;Chordata;Mammalia;Cetartiodactyla;Physeteridae;Physeter;Physeter macrocephalus;Linnaeus, 1758;Cachalote;Mamíferos Aquáticos;Vulnerável;Sim;Bahia, Ceará, Espírito Santo, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Santa Catarina, Sergipe;Nordeste, Sudeste, Sul;Caatinga, Cerrado, Marinho, Mata Atlântica, Pampa;"Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Litoral BA ES
Sub-bacia Litoral CE PI
Sub-bacia Litoral RS
Sub-bacia Litoral SP PR SC
Sub-bacia Piranhas";;;
Animalia;Chordata;Mammalia;Cetartiodactyla;Iniidae;Pontoporia;Pontoporia blainvillei;(Gervais & d`Orbigny, 1844);Boto-amarelo, Boto-cachimbo, Manico, Toninha;Mamíferos Aquáticos;Criticamente em Perigo;Sim;Espírito Santo, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo;Sudeste, Sul;Marinho, Mata Atlântica, Pampa;"Sub-bacia Doce
Sub-bacia Guaíba
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral RS
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba do Sul
Sub-bacia Tietê";;;
Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Sotalia;Sotalia guianensis;(Van Bénéden, 1864);Boto, Boto-cinza;Mamíferos Aquáticos;Vulnerável;Sim;Alagoas, Amapá, Bahia, Ceará, Espírito Santo, Minas Gerais, Pará, Paraíba, Paraná, Piauí, Rio de Janeiro, Rio Grande do Norte, Santa Catarina, São Paulo, Sergipe;Nordeste, Norte, Sudeste, Sul;Amazônia, Caatinga, Cerrado, Marinho, Mata Atlântica;"Sub-bacia Doce
Sub-bacia Foz Amazonas
Sub-bacia Grande
Sub-bacia Gurupi
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral BA ES
Sub-bacia Litoral CE PB
Sub-bacia Litoral CE PI
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral SE
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba do Sul
Sub-bacia Parnaíba Baixo
Sub-bacia Piranhas
Sub-bacia São Francisco Baixo";;;
Animalia;Chordata;Mammalia;Sirenia;Trichechidae;Trichechus;Trichechus inunguis;(Natterer, 1883);Peixe-boi-da-amazônia;Mamíferos Aquáticos;Vulnerável;Sim;Acre, Amapá, Amazonas, Ceará, Pará, Rondônia, Roraima;Nordeste, Norte;Amazônia, Caatinga;"Sub-bacia Amapá Litoral
Sub-bacia Foz Amazonas
Sub-bacia Jaguaribe
Sub-bacia Madeira
Sub-bacia Negro
Sub-bacia Paru
Sub-bacia Purus
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas";;;
Animalia;Chordata;Mammalia;Sirenia;Trichechidae;Trichechus;Trichechus manatus;Linnaeus, 1758;Manati, Peixe-boi-marinho;Mamíferos Aquáticos;Em Perigo;Sim;Alagoas, Amapá, Ceará, Maranhão, Pará, Paraíba, Pernambuco, Piauí, Rio Grande do Norte, Sergipe;Nordeste, Norte;Amazônia, Caatinga, Cerrado, Marinho, Mata Atlântica;"Sub-bacia Amapá Litoral
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Jaguaribe
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Litoral CE PI
Sub-bacia Litoral SE
Sub-bacia Paraíba
Sub-bacia Parnaíba Baixo
Sub-bacia Piranhas
Sub-bacia Tocantins Baixo";APA Barra do Rio Mamanguape, APA Costa dos Corais, ARIE Manguesais da Foz do Rio Mamanguape;;
Animalia;Chordata;Mammalia;Cetartiodactyla;Iniidae;Inia;Inia araguaiaensis;Hrbek, Farias, Dutra & Da Silva, 2014;Boto-do-Araguaia;Mamíferos Aquáticos;Vulnerável;Sim;Goiás, Mato Grosso, Pará, Tocantins;Centro-Oeste, Norte;Amazônia, Cerrado;"Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Tapajós
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas";;;
Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Tursiops;Tursiops gephyreus;Lahille, 1908;Boto, Boto-da-tainha, Boto-de-Lahille, Golfinho, Golfinho-fliper;Mamíferos Aquáticos;Em Perigo;Sim;Santa Catarina;Sul;Marinho, Mata Atlântica;Sub-bacia Litoral SP PR SC;;;
Animalia;Chordata;Mammalia;Chiroptera;Furipteridae;Furipterus;Furipterus horrens;(Cuvier, 1828);;Mamíferos;Vulnerável;Sim;Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Minas Gerais, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Roraima, Santa Catarina, São Paulo, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste, Sul;Amazônia, Caatinga, Cerrado, Mata Atlântica;"Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral CE PB
Sub-bacia Litoral CE PI
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Negro
Sub-bacia Paranapanema
Sub-bacia Parnaíba Alto
Sub-bacia Parnaíba Médio
Sub-bacia Piranhas
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Xingu";PARNA da Furna Feia, PARNA da Serra das Confusões;;
Animalia;Chordata;Mammalia;Chiroptera;Phyllostomidae;Lonchophylla;Lonchophylla bokermanni;Sazima, Vizotto e Taddei, 1978;;Mamíferos;Vulnerável;Sim;Bahia, Minas Gerais;Nordeste, Sudeste;Caatinga, Cerrado;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia  Jequitinhonha
Sub-bacia São Francisco Alto";;;
Animalia;Chordata;Mammalia;Chiroptera;Phyllostomidae;Lonchophylla;Lonchophylla dekeyseri;Taddei, Vizotto e Sazima, 1983;Morceguinho-do-Cerrado;Mamíferos;Em Perigo;Sim;Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Tocantins;Centro-Oeste, Norte, Sudeste;Cerrado, Mata Atlântica;"Sub-bacia Araguaia
Sub-bacia  Jequitinhonha
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paranaíba
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Tocantins Alto";;PARQUE ESTADUAL DA LAPA GRANDE;
Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus macrourus;(Gervais, 1856);;Mamíferos;Vulnerável;Sim;Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rondônia, São Paulo, Sergipe, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste;Amazônia, Caatinga, Cerrado, Marinho, Mata Atlântica;"Sub-bacia Araguaia
Sub-bacia Contas
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Jaguaribe
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral CE PB
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SE
Sub-bacia Madeira
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paraíba do Sul
Sub-bacia Paranaíba
Sub-bacia Paraná RH1
Sub-bacia Parnaíba Alto
Sub-bacia Parnaíba Baixo
Sub-bacia Parnaíba Médio
Sub-bacia Piranhas
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Xingu";APA Chapada do Araripe, FLONA Carajás, PARNA do Catimbau;;
Animalia;Chordata;Mammalia;Cetartiodactyla;Cervidae;Ozotoceros;Ozotoceros bezoarticus bezoarticus;(Linnaeus, 1758);"Veado-campeiro; Veado-branco; Veado-galheiro";Mamíferos;Vulnerável;Sim;Bahia, Distrito Federal, Goiás, Mato Grosso do Sul, Minas Gerais, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste;Amazônia, Caatinga, Cerrado, Pampa;"Sub-bacia Araguaia
Sub-bacia Paraguai 02
Sub-bacia Paranaíba
Sub-bacia Paraná RH1
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Tocantins Alto";PARNA das Emas;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Priodontes;Priodontes maximus;(Kerr, 1792);Tatu-açú, Tatu-canastra;Mamíferos;Vulnerável;Sim;Acre, Amapá, Amazonas, Bahia, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Piauí, Rondônia, Roraima, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste;Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal;"Sub-bacia Amapá Litoral
Sub-bacia Araguaia
Sub-bacia Doce
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia  Jequitinhonha
Sub-bacia Madeira
Sub-bacia Mearim
Sub-bacia Negro
Sub-bacia Paraguai 01
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paranaíba
Sub-bacia Paraná RH1
Sub-bacia Parnaíba Alto
Sub-bacia Paru
Sub-bacia Purus
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Xingu";;;
