Reino;Filo;Classe;Ordem;Família;Gênero;Nome Científico;Autor;Nome Comum;Grupo;Categoria;Consta em Lista Nacional Oficial;Estado;Região;Bioma;Bacia Hidrográfica;Unidade de Conservação Federal;Unidade de Conservação Estadual;RPPN
Animalia;Chordata;Actinopterygii;Characiformes;Lebiasinidae;Lebiasina;Lebiasina melanoguttata;Netto-Ferreira, 2012;;Peixes Continentais;Vulnerável;Sim;Pará;Norte;Amazônia;"Sub-bacia Tapajós
Sub-bacia Xingu";;;
Animalia;Chordata;Actinopterygii;Characiformes;Prochilodontidae;Prochilodus;Prochilodus britskii;Castro, 1993;;Peixes Continentais;Em Perigo;Sim;Mato Grosso;Centro-Oeste;Amazônia;Sub-bacia Tapajós;;;
Animalia;Chordata;Actinopterygii;Siluriformes;Doradidae;Rhynchodoras;Rhynchodoras xingui;Klausewitz & Rössel, 1961;;Peixes Continentais;Em Perigo;Sim;Mato Grosso, Pará;Centro-Oeste, Norte;Amazônia;"Bacia do rio Tocantins
Sub-bacia Tocantins Baixo
Sub-bacia Xingu";;;
Animalia;Chordata;Actinopterygii;Characiformes;Characidae;Brycon;Brycon gouldingi;Lima, 2004;;Peixes Continentais;Em Perigo;Sim;Goiás, Mato Grosso, Pará, Tocantins;Centro-Oeste, Norte;Amazônia, Cerrado;"Região Hidrográfica do Tocantins/Araguaia
Sub-bacia Araguaia
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo";;;
Animalia;Chordata;Actinopterygii;Characiformes;Characidae;Mylesinus;Mylesinus paucisquamatus;;curupeté, Pacu, pacu borracha, pacu-couro-seco, pacu de cachoeira, pacu-dente-seco;Peixes Continentais;Em Perigo;Sim;Goiás, Pará, Tocantins;Centro-Oeste, Norte;Amazônia, Cerrado;"Região Hidrográfica do Tocantins/Araguaia
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo";;;
Animalia;Chordata;Actinopterygii;Characiformes;Serrasalmidae;Ossubtus;Ossubtus xinguense;Jégu,1992;;Peixes Continentais;Vulnerável;Sim;Pará;Norte;Amazônia;Sub-bacia Xingu;;;
Animalia;Chordata;Actinopterygii;Characiformes;Characidae;Rhinopetitia;Rhinopetitia potamorhachia;Netto-Ferreira, Birindelli, Sousa & Menezes, 2014;;Peixes Continentais;Em Perigo;Sim;Mato Grosso, Pará;Centro-Oeste, Norte;Amazônia;Sub-bacia Tapajós;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Hypsolebias;Hypsolebias multiradiatus;(Costa & Brasil, 1994);annual fish, killifish, pearl fish, peixe anual, Peixe das nuvens;Peixes Continentais;Criticamente em Perigo;Sim;Tocantins;Norte;Cerrado;Sub-bacia Tocantins Alto;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Kryptolebias;Kryptolebias campelloi;(Costa, 1990);Peixe anual;Peixes Continentais;Criticamente em Perigo;Sim;Pará;Norte;Amazônia;"Sub-bacia Gurupi
Sub-bacia Tocantins Baixo";;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Maratecoara;Maratecoara splendida;Costa, 2007;annual-fish, killifish, Peixe anual;Peixes Continentais;Vulnerável;Sim;Tocantins;Norte;Cerrado;Sub-bacia Tocantins Alto;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Melanorivulus;Melanorivulus crixas;(Costa, 2007);annual-fish, killifish, Peixe anual;Peixes Continentais;Vulnerável;Sim;Goiás;Centro-Oeste;Cerrado;Sub-bacia Araguaia;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Melanorivulus;Melanorivulus karaja;(Costa, 2007);Peixe anual;Peixes Continentais;Vulnerável;Sim;Tocantins;Norte;Cerrado;"Sub-bacia Araguaia
Sub-bacia Tocantins Alto";;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Melanorivulus;Melanorivulus kayapo;(Costa, 2006);Peixe anual;Peixes Continentais;Vulnerável;Sim;Goiás, Tocantins;Centro-Oeste, Norte;Cerrado;Sub-bacia Araguaia;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Melanorivulus;Melanorivulus kunzei;Costa, 2012;Peixe anual;Peixes Continentais;Vulnerável;Sim;Goiás;Centro-Oeste;Cerrado;Sub-bacia Araguaia;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Melanorivulus;Melanorivulus rubromarginatus;(Costa, 2007);Peixe anual;Peixes Continentais;Vulnerável;Sim;Goiás;Centro-Oeste;Cerrado;Sub-bacia Araguaia;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Melanorivulus;Melanorivulus salmonicaudus;(Costa, 2007);Peixe anual;Peixes Continentais;Vulnerável;Sim;Goiás;Centro-Oeste;Cerrado;Sub-bacia Araguaia;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Melanorivulus;Melanorivulus ubirajarai;Costa, 2012;Peixe anual;Peixes Continentais;Vulnerável;Sim;Goiás;Centro-Oeste;Cerrado;Sub-bacia Araguaia;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Pituna;Pituna xinguensis;Costa & Nielsen, 2007;annual killifish, Peixe anual;Peixes Continentais;Criticamente em Perigo;Sim;Pará;Norte;Amazônia;Sub-bacia Xingu;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Plesiolebias;Plesiolebias canabravensis;Costa & Nielsen, 2007;annual killifish, Peixe anual;Peixes Continentais;Vulnerável;Sim;Tocantins;Norte;Cerrado;Sub-bacia Tocantins Alto;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Spectrolebias;Spectrolebias reticulatus;(Costa & Nielsen, 2003);annual killifish, Peixe anual;Peixes Continentais;Criticamente em Perigo;Sim;Pará;Norte;Amazônia;Sub-bacia Xingu;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Trigonectes;Trigonectes strigabundus;Myers, 1925;Peixe anual;Peixes Continentais;Em Perigo;Sim;Tocantins;Norte;Cerrado;Sub-bacia Tocantins Alto;;;
Animalia;Chordata;Actinopterygii;Gymnotiformes;Sternopygidae;Archolaemus;Archolaemus ferreirai;Vari, de Santana & Wosiacki, 2012;;Peixes Continentais;Vulnerável;Sim;Roraima;Norte;Amazônia;Sub-bacia Negro;;;
Animalia;Chordata;Actinopterygii;Gymnotiformes;Sternopygidae;Archolaemus;Archolaemus santosi;Vari, de Santana & Wosiacki, 2012;;Peixes Continentais;Vulnerável;Sim;Rondônia;Norte;Amazônia, Desconhecido;Sub-bacia Madeira;;;
Animalia;Chordata;Actinopterygii;Perciformes;Istiophoridae;Makaira;Makaira nigricans;Lacepède, 1802;;Peixes Marinhos;Em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Istiophoridae;Kajikia;Kajikia albida;(Poey, 1860);;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Sternarchogiton;Sternarchogiton zuanoni;de Santana & Vari, 2010;;Peixes Continentais;Em Perigo;Sim;Pará;Norte;Amazônia;"Região Hidrográfica Amazônica
Sub-bacia Xingu";;;
Animalia;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Sternarchorhynchus;Sternarchorhynchus caboclo;de Santana & Nogueira, 2006;;Peixes Continentais;Vulnerável;Sim;Roraima;Norte;Amazônia;"Região Hidrográfica Amazônica
Sub-bacia Negro";;;
Animalia;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Sternarchorhynchus;Sternarchorhynchus higuchii;de Santana & Vari, 2010;;Peixes Continentais;Criticamente em Perigo;Sim;Amazonas;Norte;Amazônia;"Região Hidrográfica Amazônica
Sub-bacia Trombetas";;;
Animalia;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Sternarchorhynchus;Sternarchorhynchus inpai;de Santana & Vari, 2010;;Peixes Continentais;Vulnerável;Sim;Pará;Norte;Amazônia;"Região Hidrográfica Amazônica
Sub-bacia Trombetas";;;
Animalia;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Sternarchorhynchus;Sternarchorhynchus jaimei;de Santana & Vari, 2010;;Peixes Continentais;Criticamente em Perigo;Sim;Amazonas;Norte;Amazônia;"Região Hidrográfica Amazônica
Sub-bacia Trombetas";;;
Animalia;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Sternarchorhynchus;Sternarchorhynchus kokraimoro;de Santana & Vari, 2010;;Peixes Continentais;Em Perigo;Sim;Pará;Norte;Amazônia;"Região Hidrográfica Amazônica
Sub-bacia Xingu";;;
Animalia;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Sternarchorhynchus;Sternarchorhynchus mareikeae;de Santana & Vari, 2010;;Peixes Continentais;Vulnerável;Sim;Pará;Norte;Amazônia;Sub-bacia Trombetas;;;
Animalia;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Sternarchorhynchus;Sternarchorhynchus severii;de Santana & Nogueira, 2006;Ituí;Peixes Continentais;Vulnerável;Sim;Roraima;Norte;Amazônia;"Região Hidrográfica Amazônica
Sub-bacia Negro";;;
Animalia;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Sternarchorhynchus;Sternarchorhynchus villasboasi;de Santana & Vari, 2010;;Peixes Continentais;Em Perigo;Sim;Pará;Norte;Amazônia;"Região Hidrográfica Amazônica
Sub-bacia Xingu";;;
Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Thunnus;Thunnus thynnus;(Linnaeus, 1758);;Peixes Marinhos;Em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Characiformes;Characidae;Brycon;Brycon insignis;Steindachner, 1877;Piabanha;Peixes Continentais;Em Perigo;Sim;Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo;Sudeste;Marinho, Mata Atlântica;"Sub-bacia Doce
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral SP
Sub-bacia Paraíba do Sul
Sub-bacia Tietê";;;
Animalia;Chordata;Actinopterygii;Characiformes;Characidae;Brycon;Brycon opalinus;(Cuvier, 1819);Pirapitinga;Peixes Continentais;Vulnerável;Sim;Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo;Sudeste;Cerrado, Mata Atlântica;"Sub-bacia Doce
Sub-bacia Litoral ES
Sub-bacia Litoral SP
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Actinopterygii;Characiformes;Crenuchidae;Characidium;Characidium grajahuensis;Travassos, 1944;Canivete;Peixes Continentais;Criticamente em Perigo;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;Sub-bacia Litoral RJ;;;
Animalia;Chordata;Actinopterygii;Siluriformes;Pimelodidae;Conorhynchos;Conorhynchos conirostris;(Valenciennes, 1840);Corneta, Pirá, Pirá-tamanduá;Peixes Continentais;Em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;"Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio";;;
Animalia;Chordata;Actinopterygii;Siluriformes;Loricariidae;Delturus;Delturus parahybae;Eigenmann & Eigenmann, 1889;Cascudo, Cascudo-lage;Peixes Continentais;Criticamente em Perigo;Sim;Minas Gerais, Rio de Janeiro;Sudeste;Mata Atlântica;Sub-bacia Paraíba do Sul;;;
Animalia;Chordata;Actinopterygii;Characiformes;Anostomidae;Hypomasticus;Hypomasticus thayeri;(Borodin, 1929);Timburé;Peixes Continentais;Vulnerável;Sim;Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo;Sudeste;Mata Atlântica;"Sub-bacia Doce
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus subcarinatus;Castelnau, 1855;Cascudo;Peixes Continentais;Criticamente em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Alto;;;
Animalia;Chordata;Actinopterygii;Siluriformes;Pseudopimelodidae;Lophiosilurus;Lophiosilurus alexandri;Steindachner, 1876;Cambeva, Niquim, Pacamã, Pocomã;Peixes Continentais;Vulnerável;Sim;Alagoas, Bahia, Minas Gerais, Pernambuco, Sergipe;Nordeste, Sudeste;Caatinga, Cerrado, Mata Atlântica;"Sub-bacia Litoral SE
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Baixo
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio";;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Poeciliidae;Poecilia;Poecilia pertapeh;(Figueiredo, 2008);Barrigudinho;Peixes Continentais;Criticamente em Perigo;Sim;Goiás;Centro-Oeste;Cerrado;Sub-bacia São Francisco Médio;;;
Animalia;Chordata;Actinopterygii;Characiformes;Characidae;Spintherobolus;Spintherobolus broccae;Myers, 1925;Piaba;Peixes Continentais;Em Perigo;Sim;Rio de Janeiro, São Paulo;Sudeste;Mata Atlântica;"Sub-bacia Litoral RJ
Sub-bacia Litoral SP";;;
Animalia;Chordata;Actinopterygii;Siluriformes;Pimelodidae;Steindachneridion;Steindachneridion parahybae;(Steindachner, 1877);Surubim-do-paraíba;Peixes Continentais;Em Perigo;Sim;Minas Gerais, Rio de Janeiro, São Paulo;Sudeste;Mata Atlântica;Sub-bacia Paraíba do Sul;;;
Animalia;Chordata;Actinopterygii;Ophidiiformes;Ophidiidae;Ophidion;Ophidion holbrookii;(Putnam, 1874);;Peixes Marinhos;Criticamente em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Ophidiiformes;Ophidiidae;Otophidium;Otophidium chickcharney;Böhlke e Robins, 1959;;Peixes Marinhos;Criticamente em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Polyprionidae;Polyprion;Polyprion americanus;(Bloch & Schneider, 1801);cherne-poveiro;Peixes Marinhos;Criticamente em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Microdesmidae;Cerdale;Cerdale fasciata;Dawson, 1974;peixe-lombriga-listrado;Peixes Marinhos;Em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Elopiformes;Megalopidae;Megalops;Megalops atlanticus;Valenciennes, 1847;amaripim, camburupu, camurupim, cangôa, cangurupi, pema, pirapema, pomboca, tarpão;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Atheriniformes;Atherinopsidae;Odontesthes;Odontesthes bicudo;Malabarba & Dyer, 2002;Peixe-rei;Peixes Continentais;Em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;Sub-bacia Litoral RS;;;
Animalia;Chordata;Actinopterygii;Siluriformes;Pimelodidae;Steindachneridion;Steindachneridion melanodermatum;Garavello, 2005;Surubim-do-iguaçu;Peixes Continentais;Em Perigo;Sim;Paraná;Sul;Mata Atlântica;Sub-bacia Iguaçu;;;
Animalia;Chordata;Actinopterygii;Perciformes;Chaetodontidae;Prognathodes;Prognathodes obliquus;(Lubbock & Edwards, 1980);peixe-borboleta-de-são-pedroe- são-paulo;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Labrisomidae;Malacoctenus;Malacoctenus brunoi;Guimarães, Nunan & Gasparini 2010;;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Choranthias;Choranthias salmopunctatus;(Lubbock & Edward, 1981);canário-do-mar;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaenodes;Scorpaenodes insularis;Eschmeyer, 1971;peixe-pedra-arco-iris;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Tripterygiidae;Enneanectes;Enneanectes smithi;Lubbock & Edwards, 1981;;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus patagonicus;Piacentino & Luzzato, 2004;cavalinho, cavalinho-do-mar, cavalo-marinho, cavalo-marinho patagônico, hipocampo, Patagonian Seahorse;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus erectus;Perry, 1810;cavalinho, cavalinho-do-mar, cavalo-marinho, hipocampo;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus reidi;Ginsburg, 1933;cavalinho, cavalinho-do-mar, cavalinho-marinho, cavalo-marinho, cavalo-marinho-de-focinho-longo;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Pleuronectiformes;Achiridae;Achirus;Achirus mucuri;Ramos, Ramos & Lopes, 2009;solha, tapa;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Sciaenidae;Pogonias;Pogonias courbina;(Linnaeus, 1766);burriquete, corvina-negra, miragaia;Peixes Marinhos;Em Perigo;Sim;;;;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Elacatinus;Elacatinus figaro;;néon;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hyporthodus;Hyporthodus nigritus;(Holbrook, 1855);cherne-negro, cherne-negro.;Peixes Marinhos;Em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hyporthodus;Hyporthodus niveatus;(Valenciennes, 1828);Badejo branco, Cerigado cherne, Cherna, Cherna preto, Cherne, Cherne claro, Cherne pintado, Chernete, cherne-verdadeiro, Cherne-verdadeiro, Chernote, Garoupa, Mero preto, preta, Serigado cherne, Serigado tapoan, tapoan;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Mycteroperca;Mycteroperca bonaci;(Poey, 1860);badejo, badejo-quadrado, sirigado, Sirigado;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Siluriformes;Ariidae;Genidens;Genidens planifrons;(Higuchi, Reis & Araújo, 1982);;Peixes Marinhos;Criticamente em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Siluriformes;Ariidae;Genidens;Genidens barbus;(Lacepède, 1803);;Peixes Marinhos;Em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Siluriformes;Loricariidae;Plesioptopoma;Plesioptopoma curvidens;Reis, Pereira & Lehmann A., 2012;Cascudinho;Peixes Continentais;Criticamente em Perigo;Sim;Minas Gerais;Sudeste;Mata Atlântica;Sub-bacia São Francisco Alto;;;
Animalia;Chordata;Actinopterygii;Characiformes;Prochilodontidae;Prochilodus;Prochilodus vimboides;Kner, 1859;grumatã;Peixes Continentais;Vulnerável;Sim;Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo;Nordeste, Sudeste;Cerrado, Marinho, Mata Atlântica;"Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul
Sub-bacia Tietê";;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Poeciliidae;Phallotorynus;Phallotorynus fasciolatus;Henn, 1916;Barrigudinho;Peixes Continentais;Criticamente em Perigo;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;Sub-bacia Litoral RJ;;;
Animalia;Chordata;Actinopterygii;Siluriformes;Ariidae;Sciades;Sciades parkeri;(Trail, 1982);;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Mycteroperca;Mycteroperca interstitialis;(Poey, 1860);Água fria, badejo, Badejo, badejo-amarelo, Badejo amarelo, Cabra, Cabrinha, Mané nego, Pirambeba, Sirigado;Peixes Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Atlantirivulus;Atlantirivulus lazzarotoi;(Costa, 2007);Peixe-anual;Peixes Continentais;Criticamente em Perigo;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;Sub-bacia Litoral RJ;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Atlantirivulus;Atlantirivulus maricensis;Costa, 2014;;Peixes Continentais;Criticamente em Perigo;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;Sub-bacia Litoral RJ;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Atlantirivulus;Atlantirivulus simplicis;(Costa, 2004);Peixe-anual;Peixes Continentais;Em Perigo;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;Sub-bacia Litoral RJ;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias adloffi;(Ahl, 1922);Peixe-anual;Peixes Continentais;Em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;Sub-bacia Guaíba;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias alexandri;(Castello & López, 1974);Peixe-anual;Peixes Continentais;Em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;Sub-bacia Uruguai Médio;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias arachan;Loureiro, Azpelicueta & Garcia, 2004;Peixe-anual;Peixes Continentais;Vulnerável;Sim;Rio Grande do Sul;Sul;Pampa;Sub-bacia Litoral RS;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias carvalhoi;(Myers, 1947);Peixe-anual;Peixes Continentais;Criticamente em Perigo;Sim;Paraná;Sul;Mata Atlântica;Sub-bacia Iguaçu;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias cheradophilus;(Vaz-Ferreira, Sierra de Soriano & Scaglia de Paulete, 1965);Peixe-anual;Peixes Continentais;Criticamente em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;Sub-bacia Litoral RS;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias cyaneus;(Amato, 1987);Peixe-anual;Peixes Continentais;Em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;Sub-bacia Guaíba;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias ibicuiensis;(Costa, 1999);Peixe-anual;Peixes Continentais;Em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;"Sub-bacia Guaíba
Sub-bacia Ibicuí
Sub-bacia Litoral RS";;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias jaegari;Costa & Cheffe, 2002;Peixe-anual;Peixes Continentais;Criticamente em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;Sub-bacia Litoral RS;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias litzi;Costa, 2006;Peixe-anual;Peixes Continentais;Vulnerável;Sim;Rio Grande do Sul;Sul;Mata Atlântica, Pampa;Sub-bacia Guaíba;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias nachtigalli;Costa & Cheffe, 2006;Peixe-anual;Peixes Continentais;Vulnerável;Sim;Rio Grande do Sul;Sul;Pampa;Sub-bacia Litoral RS;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias nigrofasciatus;Costa & Cheffe, 2001;Peixe-anual;Peixes Continentais;Em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;Sub-bacia Litoral RS;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias paucisquama;Ferrer, Malabarba & Costa, 2008;Peixe-anual;Peixes Continentais;Vulnerável;Sim;Rio Grande do Sul;Sul;Pampa;Sub-bacia Guaíba;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Austrolebias;Austrolebias varzeae;Costa, Reis & Behr, 2004;Peixe-anual;Peixes Continentais;Criticamente em Perigo;Sim;Rio Grande do Sul;Sul;Mata Atlântica;"Sub-bacia Guaíba
Sub-bacia Uruguai Alto";;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Campellolebias;Campellolebias brucei;Vaz-Ferreira & Sierra, 1974;Peixe-anual;Peixes Continentais;Criticamente em Perigo;Sim;Santa Catarina;Sul;Mata Atlântica;Sub-bacia Litoral SP PR SC;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Campellolebias;Campellolebias chrysolineatus;Costa, Lacerda & Brasil, 1989;Peixe-anual;Peixes Continentais;Criticamente em Perigo;Sim;Santa Catarina;Sul;Mata Atlântica;Sub-bacia Litoral SP PR SC;;;
Animalia;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Campellolebias;Campellolebias dorsimaculatus;Costa, Lacerda & Brasil, 1989;Peixe-anual;Peixes Continentais;Criticamente em Perigo;Sim;São Paulo;Sudeste;Mata Atlântica;Sub-bacia Litoral SP PR SC;;;
